D1,BANKNIFTY,07-May-20,PE,19100,0,0,-1675
D1,BANKNIFTY,07-May-20,PE,19200,0,0,-950
D1,BANKNIFTY,14-May-20,PE,17000,0,0,-1229
D1,BANKNIFTY,14-May-20,PE,17500,0,0,2361
D1,BANKNIFTY,14-May-20,PE,18800,0,0,-875
D1,BANKNIFTY,14-May-20,PE,18900,0,0,-3135
D1,BANKNIFTY,14-May-20,PE,19000,0,0,-1605
D1,BANKNIFTY,21-May-20,PE,15500,0,0,-1906
D1,BANKNIFTY,21-May-20,PE,17600,0,0,-3029
D1,BANKNIFTY,21-May-20,PE,17700,0,0,2680
D1,BANKNIFTY,21-May-20,PE,17800,0,0,16379
D1,BANKNIFTY,21-May-20,PE,17900,0,0,16860
D1,BANKNIFTY,25-Jun-20,PE,16000,0,0,3201
D1,BANKNIFTY,25-Jun-20,PE,16500,0,0,501
D1,BANKNIFTY,25-Jun-20,PE,18000,0,0,-1300
D1,BANKNIFTY,28-May-20,PE,18500,0,0,10545
D1,BATAINDIA,28-May-20,CE,1400,0,0,5307.5
D1,BATAINDIA,28-May-20,FX,0,0,0,-8965
D1,BHARATFORG,28-May-20,CE,280,0,0,-1625
D1,BHARATFORG,28-May-20,CE,300,0,0,-130
D1,BHARATFORG,28-May-20,FX,0,0,0,21580
D1,BHARATFORG,28-May-20,PE,240,0,0,-11830
D1,BHARATFORG,28-May-20,PE,250,0,0,-6760
D1,BHARATFORG,28-May-20,PE,260,0,0,520
D1,BHARTIARTL,28-May-20,CE,560,0,0,-4164.75
D1,BHARTIARTL,28-May-20,CE,570,0,0,-34336.05
D1,BHARTIARTL,28-May-20,CE,580,0,0,-17769.6
D1,BHARTIARTL,28-May-20,CE,600,0,0,64877.55
D1,BHARTIARTL,28-May-20,CE,620,0,0,-8236.95
D1,BHARTIARTL,28-May-20,FX,0,0,0,70800.75
D1,BHARTIARTL,28-May-20,PE,480,0,0,92.55
D1,BHARTIARTL,28-May-20,PE,490,0,0,-22489.65
D1,BHARTIARTL,28-May-20,PE,500,0,0,-51180.15
D1,BHARTIARTL,28-May-20,PE,560,0,0,33318
D1,BHEL,28-May-20,CE,28,0,0,-2600
D1,BHEL,28-May-20,CE,30,0,0,1040
D1,CADILAHC,28-May-20,CE,360,0,0,9350
D1,CADILAHC,28-May-20,FX,0,0,0,5060
D1,CIPLA,28-May-20,CE,590,0,0,805
D1,CIPLA,28-May-20,CE,600,0,0,-2070
D1,CIPLA,28-May-20,FX,0,0,0,-4830
D1,DRREDDY,28-May-20,CE,3900,0,0,-512.5
D1,DRREDDY,28-May-20,CE,4300,0,0,-5300
D1,DRREDDY,28-May-20,CE,4500,0,0,2625
D1,DRREDDY,28-May-20,FX,0,0,0,4025
D1,HDFCBANK,28-May-20,CE,900,0,0,2425
D1,HDFCBANK,28-May-20,FX,0,0,0,26500
D1,HDFCBANK,28-May-20,PE,800,0,0,-21275
D1,HINDUNILVR,28-May-20,CE,2100,0,0,-36555
D1,HINDUNILVR,28-May-20,CE,2200,0,0,97800
D1,HINDUNILVR,28-May-20,CE,2300,0,0,37290
D1,HINDUNILVR,28-May-20,CE,2400,0,0,47835
D1,HINDUNILVR,28-May-20,FX,0,0,0,-148590
D1,HINDUNILVR,28-May-20,PE,1800,0,0,-62655
D1,HINDUNILVR,28-May-20,PE,1900,0,0,-50865
D1,HINDUNILVR,28-May-20,PE,2000,0,0,140370
D1,ICICIBANK,28-May-20,CE,340,0,0,-9968.75
D1,ICICIBANK,28-May-20,CE,350,0,0,10312.5
D1,ICICIBANK,28-May-20,FX,0,0,0,16912.5
D1,ICICIBANK,28-May-20,PE,310,0,0,-8250
D1,ICICIBANK,28-May-20,PE,320,0,0,-8181.25
D1,INFY,28-May-20,CE,660,0,0,-1260
D1,INFY,28-May-20,CE,680,0,0,10020
D1,INFY,28-May-20,CE,700,0,0,14940
D1,INFY,28-May-20,FX,0,0,0,-25860
D1,ITC,28-May-20,CE,160,0,0,7320
D1,ITC,28-May-20,CE,165,0,0,12600
D1,ITC,28-May-20,CE,185,0,0,-3120
D1,ITC,28-May-20,CE,195,0,0,4320
D1,ITC,28-May-20,CE,200,0,0,-360
D1,ITC,28-May-20,FX,0,0,0,-18840
D1,KOTAKBANK,28-May-20,FX,0,0,0,21960
D1,KOTAKBANK,28-May-20,PE,1160,0,0,-20320
D1,L&TFH,28-May-20,CE,75,0,0,-1400
D1,LUPIN,28-May-20,CE,860,0,0,-2170
