NEATFO|7.0.4|
42712|56236|FUTSTK|EICHERMOT|XX|1269700200|-1|XX|0|FUTSTK|EICHERMOT|XX|1272724200|-1|XX|0|1876310|-93815|93815|-18765|18765|30|30|5|30|30|5|1|N
45140|42712|FUTSTK|EICHERMOT|XX|1267281000|-1|XX|0|FUTSTK|EICHERMOT|XX|1269700200|-1|XX|0|1877175|-93860|93860|-18775|18775|30|30|5|30|30|5|1|N
42713|56241|FUTSTK|EQUITAS|XX|1269700200|-1|XX|0|FUTSTK|EQUITAS|XX|1272724200|-1|XX|0|10900|-545|545|-110|110|4900|4900|5|4900|4900|5|1|N
45141|42713|FUTSTK|EQUITAS|XX|1267281000|-1|XX|0|FUTSTK|EQUITAS|XX|1269700200|-1|XX|0|10840|-545|545|-110|110|4900|4900|5|4900|4900|5|1|N
42714|56244|FUTSTK|ESCORTS|XX|1269700200|-1|XX|0|FUTSTK|ESCORTS|XX|1272724200|-1|XX|0|88550|-4430|4430|-885|885|1100|1100|5|1100|1100|5|1|N
45142|42714|FUTSTK|ESCORTS|XX|1267281000|-1|XX|0|FUTSTK|ESCORTS|XX|1269700200|-1|XX|0|88565|-4430|4430|-885|885|1100|1100|5|1100|1100|5|1|N
42715|56245|FUTSTK|EXIDEIND|XX|1269700200|-1|XX|0|FUTSTK|EXIDEIND|XX|1272724200|-1|XX|0|17895|-895|895|-180|180|2900|2900|5|2900|2900|5|1|N
45143|42715|FUTSTK|EXIDEIND|XX|1267281000|-1|XX|0|FUTSTK|EXIDEIND|XX|1269700200|-1|XX|0|17850|-895|895|-180|180|2900|2900|5|2900|2900|5|1|N
42716|56269|FUTSTK|FEDERALBNK|XX|1269700200|-1|XX|0|FUTSTK|FEDERALBNK|XX|1272724200|-1|XX|0|8775|-440|440|-90|90|7000|7000|5|7000|7000|5|1|N
45146|42716|FUTSTK|FEDERALBNK|XX|1267281000|-1|XX|0|FUTSTK|FEDERALBNK|XX|1269700200|-1|XX|0|8750|-440|440|-90|90|7000|7000|5|7000|7000|5|1|N
42717|56271|FUTSTK|GAIL|XX|1269700200|-1|XX|0|FUTSTK|GAIL|XX|1272724200|-1|XX|0|11705|-585|585|-120|120|5334|5334|5|5334|5334|5|1|N
45147|42717|FUTSTK|GAIL|XX|1267281000|-1|XX|0|FUTSTK|GAIL|XX|1269700200|-1|XX|0|11665|-585|585|-120|120|5334|5334|5|5334|5334|5|1|N
42724|56272|FUTSTK|GLENMARK|XX|1269700200|-1|XX|0|FUTSTK|GLENMARK|XX|1272724200|-1|XX|0|33600|-1680|1680|-340|340|1400|1400|5|1400|1400|5|1|N
45160|42724|FUTSTK|GLENMARK|XX|1267281000|-1|XX|0|FUTSTK|GLENMARK|XX|1269700200|-1|XX|0|33510|-1675|1675|-335|335|1400|1400|5|1400|1400|5|1|N
42725|56273|FUTSTK|GMRINFRA|XX|1269700200|-1|XX|0|FUTSTK|GMRINFRA|XX|1272724200|-1|XX|0|2320|-120|120|-25|25|45000|45000|5|45000|45000|5|1|N
45167|42725|FUTSTK|GMRINFRA|XX|1267281000|-1|XX|0|FUTSTK|GMRINFRA|XX|1269700200|-1|XX|0|2310|-115|115|-25|25|45000|45000|5|45000|45000|5|1|N
42726|56274|FUTSTK|GODREJCP|XX|1269700200|-1|XX|0|FUTSTK|GODREJCP|XX|1272724200|-1|XX|0|62865|-3145|3145|-630|630|800|800|5|800|800|5|1|N
45168|42726|FUTSTK|GODREJCP|XX|1267281000|-1|XX|0|FUTSTK|GODREJCP|XX|1269700200|-1|XX|0|62615|-3130|3130|-630|630|800|800|5|800|800|5|1|N
42727|56275|FUTSTK|GRASIM|XX|1269700200|-1|XX|0|FUTSTK|GRASIM|XX|1272724200|-1|XX|0|74730|-3740|3740|-750|750|750|750|5|750|750|5|1|N
45170|42727|FUTSTK|GRASIM|XX|1267281000|-1|XX|0|FUTSTK|GRASIM|XX|1269700200|-1|XX|0|74595|-3730|3730|-745|745|750|750|5|750|750|5|1|N
42728|56278|FUTSTK|HAVELLS|XX|1269700200|-1|XX|0|FUTSTK|HAVELLS|XX|1272724200|-1|XX|0|61285|-3065|3065|-615|615|1000|1000|5|1000|1000|5|1|N
45171|42728|FUTSTK|HAVELLS|XX|1267281000|-1|XX|0|FUTSTK|HAVELLS|XX|1269700200|-1|XX|0|61260|-3065|3065|-615|615|1000|1000|5|1000|1000|5|1|N
42729|56279|FUTSTK|HCLTECH|XX|1269700200|-1|XX|0|FUTSTK|HCLTECH|XX|1272724200|-1|XX|0|62350|-3120|3120|-625|625|1400|1400|5|1400|1400|5|1|N
45172|42729|FUTSTK|HCLTECH|XX|1267281000|-1|XX|0|FUTSTK|HCLTECH|XX|1269700200|-1|XX|0|62215|-3110|3110|-625|625|1400|1400|5|1400|1400|5|1|N
42730|56280|FUTSTK|HDFC|XX|1269700200|-1|XX|0|FUTSTK|HDFC|XX|1272724200|-1|XX|0|240975|-12050|12050|-2410|2410|250|250|5|250|250|5|1|N
45173|42730|FUTSTK|HDFC|XX|1267281000|-1|XX|0|FUTSTK|HDFC|XX|1269700200|-1|XX|0|240520|-12030|12030|-2405|2405|250|250|5|250|250|5|1|N
42731|56281|FUTSTK|HDFCBANK|XX|1269700200|-1|XX|0|FUTSTK|HDFCBANK|XX|1272724200|-1|XX|0|122795|-6140|6140|-1230|1230|500|500|5|500|500|5|1|N
45176|42731|FUTSTK|HDFCBANK|XX|1267281000|-1|XX|0|FUTSTK|HDFCBANK|XX|1269700200|-1|XX|0|122310|-6115|6115|-1225|1225|500|500|5|500|500|5|1|N
42732|56282|FUTSTK|HEROMOTOCO|XX|1269700200|-1|XX|0|FUTSTK|HEROMOTOCO|XX|1272724200|-1|XX|0|230310|-11515|11515|-2305|2305|200|200|5|200|200|5|1|N
45177|42732|FUTSTK|HEROMOTOCO|XX|1267281000|-1|XX|0|FUTSTK|HEROMOTOCO|XX|1269700200|-1|XX|0|229295|-11465|11465|-2295|2295|200|200|5|200|200|5|1|N
