date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:02	117606/117606	---M--	200	added ('OK')	image/jpeg	etag:%22e8db3ac1b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/matheran/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/matheran/2.jpg	(from https://imkarchitects.com/matheran.php)
11:35:04	177401/177401	---M--	200	added ('OK')	image/jpeg	etag:%22398b1ac0b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/matheran/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/matheran/3.jpg	(from https://imkarchitects.com/matheran.php)
11:35:05	112551/112551	---M--	200	added ('OK')	image/jpeg	etag:%22af64fc0b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/matheran/4.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/matheran/4.jpg	(from https://imkarchitects.com/matheran.php)
11:35:06	48221/48221	---M--	200	added ('OK')	image/jpeg	etag:%227197c0a8b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/1.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:08	142651/142651	---M--	200	added ('OK')	image/jpeg	etag:%221542947c252d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/2.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:09	123412/123412	---M--	200	added ('OK')	image/jpeg	etag:%22764fe64ffe54d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/4.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/4.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:10	88435/88435	---M--	200	added ('OK')	image/jpeg	etag:%22af582d49c252d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/5.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/5.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:12	123122/123122	---M--	200	added ('OK')	image/jpeg	etag:%223411b4ac252d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/7.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/7.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:13	89516/89516	---M--	200	added ('OK')	image/jpeg	etag:%223880da4ac252d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/8.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/8.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:14	140805/140805	---M--	200	added ('OK')	image/jpeg	etag:%22165bc34bc252d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/9.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/9.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:15	94506/94506	---M--	200	added ('OK')	image/jpeg	etag:%22c44e9a4cc252d61:0%22	https://imkarchitects.com/images/projects/urban-planning/ensaara/10.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/ensaara/10.jpg	(from https://imkarchitects.com/ensaara-metro-park.php)
11:35:17	151260/151260	---M--	200	added ('OK')	image/jpeg	etag:%228d5514adff54d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vidyanagar/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vidyanagar/1.jpg	(from https://imkarchitects.com/vidyanagar.php)
