K56,K171,SBIN,EQ,,,551,170.01,NSE
K56,K171,TATASTEEL,EQ,,,505,304.69,NSE
KFA34,K171,AXISBANK,EQ,,,-800,408.76,NSE
KFA36,K171,ICICIBANK,EQ,,,-1,326.85,NSE
KFA36,K171,RELIANCE,EQ,,,2,1472.25,NSE
KFA36,K171,TCS,EQ,,,1,2004.3,NSE
KFA37,K171,JUBLFOOD,EQ,,,1000,1658.73,NSE
KFA41,K171,AXISBANK,EQ,,,100,398.11,NSE
KFA49,K171,ADANIPORTS,EQ,,,82,307.3,NSE
